station_name;uf;date;precipitation_mm;temperature_c
ARIRANHA;SP;05/10/2018;0;25.7
ARIRANHA;SP;06/10/2018;0;23.8
ARIRANHA;SP;07/10/2018;.2;22
ARIRANHA;SP;08/10/2018;26.2;22.8
ARIRANHA;SP;09/10/2018;5.2;24.7
ARIRANHA;SP;10/10/2018;8;23.4
ARIRANHA;SP;11/10/2018;14.4;24.2
ARIRANHA;SP;12/10/2018;0;25.9
ARIRANHA;SP;13/10/2018;0;25.8
ARIRANHA;SP;14/10/2018;.8;26.3
ARIRANHA;SP;15/10/2018;.2;26
ARIRANHA;SP;16/10/2018;0;26.3
ARIRANHA;SP;17/10/2018;9.4;25.7
ARIRANHA;SP;18/10/2018;.2;26.8
ARIRANHA;SP;19/10/2018;7.4;23.9
ARIRANHA;SP;20/10/2018;0;23
ARIRANHA;SP;21/10/2018;0;22.1
ARIRANHA;SP;22/10/2018;0;24.1
ARIRANHA;SP;23/10/2018;0;25.5
ARIRANHA;SP;24/10/2018;7;22.8
ARIRANHA;SP;25/10/2018;5.2;22.6
ARIRANHA;SP;26/10/2018;1;23.6
ARIRANHA;SP;27/10/2018;2.4;23.3
ARIRANHA;SP;28/10/2018;.6;23.4
ARIRANHA;SP;29/10/2018;0;22.7
ARIRANHA;SP;30/10/2018;0;25.3
ARIRANHA;SP;31/10/2018;0;27.1
ARIRANHA;SP;01/11/2018;0;25.8
ARIRANHA;SP;02/11/2018;0;25.6
ARIRANHA;SP;03/11/2018;0;26.8
ARIRANHA;SP;04/11/2018;37;23.2
ARIRANHA;SP;05/11/2018;9.4;23.5
ARIRANHA;SP;06/11/2018;0;24.4
ARIRANHA;SP;07/11/2018;6;22
ARIRANHA;SP;08/11/2018;34.8;20.2
ARIRANHA;SP;09/11/2018;2;19.4
ARIRANHA;SP;10/11/2018;8.8;22
ARIRANHA;SP;11/11/2018;0;24.4
ARIRANHA;SP;12/11/2018;0;25.6
ARIRANHA;SP;13/11/2018;0;26.4
ARIRANHA;SP;14/11/2018;0;26.6
ARIRANHA;SP;15/11/2018;0;26.6
ARIRANHA;SP;16/11/2018;0;26.6
ARIRANHA;SP;17/11/2018;5;26
ARIRANHA;SP;18/11/2018;2;25.1
ARIRANHA;SP;19/11/2018;10.8;22.9
ARIRANHA;SP;20/11/2018;21.4;21.1
ARIRANHA;SP;21/11/2018;0;22.6
ARIRANHA;SP;22/11/2018;0;24.3
ARIRANHA;SP;23/11/2018;0;24
ARIRANHA;SP;24/11/2018;24;22.1
ARIRANHA;SP;25/11/2018;6.8;23.9
ARIRANHA;SP;26/11/2018;0;23.8
ARIRANHA;SP;27/11/2018;3;24.2
ARIRANHA;SP;28/11/2018;0;24.4
ARIRANHA;SP;29/11/2018;0;24.6
ARIRANHA;SP;30/11/2018;0;24.1
ARIRANHA;SP;01/12/2018;7.4;23.3
ARIRANHA;SP;02/12/2018;5;25.2
ARIRANHA;SP;03/12/2018;15.4;24.1
ARIRANHA;SP;04/12/2018;0;24.7
ARIRANHA;SP;05/12/2018;0;25.7
ARIRANHA;SP;06/12/2018;0;26.6
ARIRANHA;SP;07/12/2018;0;25.8
ARIRANHA;SP;08/12/2018;0;23.5
ARIRANHA;SP;09/12/2018;0;22.5
ARIRANHA;SP;10/12/2018;0;24.6
ARIRANHA;SP;11/12/2018;0;24.9
ARIRANHA;SP;12/12/2018;0;25.5
ARIRANHA;SP;13/12/2018;0;26.5
ARIRANHA;SP;14/12/2018;0;25.8
ARIRANHA;SP;15/12/2018;0;25.3
ARIRANHA;SP;16/12/2018;0;27.1
ARIRANHA;SP;17/12/2018;0;27.5
ARIRANHA;SP;18/12/2018;0;27.3
ARIRANHA;SP;19/12/2018;0;26
ARIRANHA;SP;20/12/2018;0;26.8
ARIRANHA;SP;21/12/2018;0;27.4
ARIRANHA;SP;22/12/2018;0;27.7
ARIRANHA;SP;23/12/2018;4.6;24.1
ARIRANHA;SP;24/12/2018;1.2;25.1
ARIRANHA;SP;25/12/2018;1.4;24.1
ARIRANHA;SP;26/12/2018;3.2;22.9
ARIRANHA;SP;27/12/2018;25.6;24.2
ARIRANHA;SP;28/12/2018;1.2;24.6
ARIRANHA;SP;29/12/2018;1;25.2
ARIRANHA;SP;30/12/2018;0;25.4
ARIRANHA;SP;31/12/2018;.2;25.5
ARIRANHA;SP;01/01/2019;10.8;25.4
ARIRANHA;SP;02/01/2019;7.8;26.6
ARIRANHA;SP;03/01/2019;0;25.1
ARIRANHA;SP;04/01/2019;19.8;23.5
ARIRANHA;SP;05/01/2019;12.6;23.1
ARIRANHA;SP;06/01/2019;3;24
ARIRANHA;SP;07/01/2019;8.6;25.3
ARIRANHA;SP;08/01/2019;1.2;27.1
ARIRANHA;SP;09/01/2019;0;27.3
ARIRANHA;SP;10/01/2019;0;26.8
ARIRANHA;SP;11/01/2019;0;25.7
ARIRANHA;SP;12/01/2019;0;24.9
ARIRANHA;SP;13/01/2019;.6;25.5
ARIRANHA;SP;14/01/2019;.2;26.6
ARIRANHA;SP;15/01/2019;0;26.6
ARIRANHA;SP;16/01/2019;0;26.7
ARIRANHA;SP;17/01/2019;0;27.2
ARIRANHA;SP;18/01/2019;0;25.9
ARIRANHA;SP;19/01/2019;0;26.5
ARIRANHA;SP;20/01/2019;0;25.9
ARIRANHA;SP;21/01/2019;24.6;26.8
ARIRANHA;SP;22/01/2019;0;28.1
ARIRANHA;SP;23/01/2019;0;28.2
ARIRANHA;SP;24/01/2019;0;26.4
ARIRANHA;SP;25/01/2019;.6;25.7
ARIRANHA;SP;26/01/2019;1.2;23.3
ARIRANHA;SP;27/01/2019;13;22.8
ARIRANHA;SP;28/01/2019;0;26.1
ARIRANHA;SP;29/01/2019;0;27
ARIRANHA;SP;30/01/2019;0;27.7
ARIRANHA;SP;31/01/2019;.2;28
ARIRANHA;SP;01/02/2019;0;28.5
ARIRANHA;SP;02/02/2019;0;28
ARIRANHA;SP;03/02/2019;0;26.9
ARIRANHA;SP;04/02/2019;0;24.3
ARIRANHA;SP;05/02/2019;0;23.9
ARIRANHA;SP;06/02/2019;0;23.3
ARIRANHA;SP;07/02/2019;0;23.6
ARIRANHA;SP;08/02/2019;0;25.2
ARIRANHA;SP;09/02/2019;1.4;26.1
ARIRANHA;SP;10/02/2019;.8;26.5
ARIRANHA;SP;11/02/2019;.4;27.2
ARIRANHA;SP;12/02/2019;1.2;24.6
ARIRANHA;SP;13/02/2019;1.2;24.2
ARIRANHA;SP;14/02/2019;1;24.1
ARIRANHA;SP;15/02/2019;.2;24.1
ARIRANHA;SP;16/02/2019;0;22.2
ARIRANHA;SP;17/02/2019;.8;24.1
ARIRANHA;SP;18/02/2019;3.2;23.2
ARIRANHA;SP;19/02/2019;1.2;22.9
ARIRANHA;SP;20/02/2019;1;23.5
ARIRANHA;SP;21/02/2019;2.2;24.2
ARIRANHA;SP;22/02/2019;11.6;24.6
ARIRANHA;SP;23/02/2019;7.2;25.5
ARIRANHA;SP;24/02/2019;1.2;25.9
ARIRANHA;SP;25/02/2019;0;25.7
ARIRANHA;SP;26/02/2019;.2;23.6
ARIRANHA;SP;27/02/2019;7.6;23
ARIRANHA;SP;28/02/2019;5.4;22.9
ARIRANHA;SP;01/03/2019;1.4;23.4
ARIRANHA;SP;02/03/2019;.2;22.5
ARIRANHA;SP;03/03/2019;0;24.2
ARIRANHA;SP;04/03/2019;.2;23.4
ARIRANHA;SP;05/03/2019;0;23.9
ARIRANHA;SP;06/03/2019;4.6;25.4
ARIRANHA;SP;07/03/2019;29.6;25.9
ARIRANHA;SP;08/03/2019;5.4;26
ARIRANHA;SP;09/03/2019;0;26.7
ARIRANHA;SP;10/03/2019;0;25.2
ARIRANHA;SP;11/03/2019;0;23.5
ARIRANHA;SP;12/03/2019;0;26.1
ARIRANHA;SP;13/03/2019;0;25.3
ARIRANHA;SP;14/03/2019;0;23.6
ARIRANHA;SP;15/03/2019;0;24.6
ARIRANHA;SP;16/03/2019;0;24.7
ARIRANHA;SP;17/03/2019;0;24.9
ARIRANHA;SP;18/03/2019;0;25
ARIRANHA;SP;19/03/2019;0;25.9
ARIRANHA;SP;20/03/2019;0;25.7
ARIRANHA;SP;21/03/2019;0;22.5
ARIRANHA;SP;22/03/2019;0;21.9
ARIRANHA;SP;23/03/2019;0;23.6
ARIRANHA;SP;24/03/2019;0;23.6
ARIRANHA;SP;25/03/2019;0;23.7
ARIRANHA;SP;26/03/2019;0;24.6
ARIRANHA;SP;27/03/2019;0;25.2
ARIRANHA;SP;28/03/2019;0;25.7
ARIRANHA;SP;29/03/2019;0;24.9
ARIRANHA;SP;30/03/2019;0;24.1
ARIRANHA;SP;31/03/2019;0;23.5
ARIRANHA;SP;01/04/2019;null;23.8
ARIRANHA;SP;02/04/2019;null;23.9
ARIRANHA;SP;03/04/2019;null;24.6
ARIRANHA;SP;04/04/2019;null;25
ARIRANHA;SP;05/04/2019;null;25.9
ARIRANHA;SP;06/04/2019;null;25.5
ARIRANHA;SP;07/04/2019;null;25.1
ARIRANHA;SP;08/04/2019;null;22.7
ARIRANHA;SP;09/04/2019;null;21.8
ARIRANHA;SP;10/04/2019;null;22.4
ARIRANHA;SP;11/04/2019;null;23.2
ARIRANHA;SP;12/04/2019;null;23.9
ARIRANHA;SP;13/04/2019;null;24.9
ARIRANHA;SP;14/04/2019;null;22.9
ARIRANHA;SP;15/04/2019;null;23.4
ARIRANHA;SP;16/04/2019;null;24.4
ARIRANHA;SP;17/04/2019;null;23.9
ARIRANHA;SP;18/04/2019;null;22.9
ARIRANHA;SP;19/04/2019;null;19.7
ARIRANHA;SP;20/04/2019;null;20.9
ARIRANHA;SP;21/04/2019;null;22.1
ARIRANHA;SP;22/04/2019;null;22.4
ARIRANHA;SP;23/04/2019;null;23.6
ARIRANHA;SP;24/04/2019;null;24.9
ARIRANHA;SP;25/04/2019;null;24.9
ARIRANHA;SP;26/04/2019;null;24
ARIRANHA;SP;27/04/2019;null;23.7
ARIRANHA;SP;28/04/2019;null;23
ARIRANHA;SP;29/04/2019;null;22.4
ARIRANHA;SP;30/04/2019;null;21.5
ARIRANHA;SP;01/05/2019;null;22
ARIRANHA;SP;02/05/2019;null;23.9
ARIRANHA;SP;03/05/2019;null;24.1
ARIRANHA;SP;04/05/2019;null;23.9
ARIRANHA;SP;05/05/2019;null;23.7
ARIRANHA;SP;06/05/2019;null;23.8
ARIRANHA;SP;07/05/2019;null;23.5
ARIRANHA;SP;08/05/2019;null;24.2
ARIRANHA;SP;09/05/2019;null;23.9
ARIRANHA;SP;10/05/2019;null;24
ARIRANHA;SP;11/05/2019;null;24.2
ARIRANHA;SP;12/05/2019;null;24.3
ARIRANHA;SP;13/05/2019;null;24.2
ARIRANHA;SP;14/05/2019;null;22.1
ARIRANHA;SP;15/05/2019;null;18.7
ARIRANHA;SP;16/05/2019;null;20.5
ARIRANHA;SP;17/05/2019;null;20.8
ARIRANHA;SP;18/05/2019;null;20.5
ARIRANHA;SP;19/05/2019;null;19.3
ARIRANHA;SP;20/05/2019;null;17.7
ARIRANHA;SP;21/05/2019;null;17.9
ARIRANHA;SP;22/05/2019;null;17.9
ARIRANHA;SP;23/05/2019;null;18.6
ARIRANHA;SP;24/05/2019;null;18.5
ARIRANHA;SP;25/05/2019;null;14.2
ARIRANHA;SP;26/05/2019;null;14.5
ARIRANHA;SP;27/05/2019;null;15.9
ARIRANHA;SP;28/05/2019;null;19
ARIRANHA;SP;29/05/2019;null;22.1
ARIRANHA;SP;30/05/2019;null;22.3
ARIRANHA;SP;31/05/2019;null;21.5
ARIRANHA;SP;01/06/2019;null;21
ARIRANHA;SP;02/06/2019;null;21.3
ARIRANHA;SP;03/06/2019;null;18.9
ARIRANHA;SP;04/06/2019;null;17.1
ARIRANHA;SP;05/06/2019;null;15.5
ARIRANHA;SP;06/06/2019;null;16.2
ARIRANHA;SP;07/06/2019;null;16.2
ARIRANHA;SP;08/06/2019;null;16.5
ARIRANHA;SP;09/06/2019;null;16.4
ARIRANHA;SP;10/06/2019;null;18
ARIRANHA;SP;11/06/2019;null;18.2
ARIRANHA;SP;12/06/2019;null;18.4
ARIRANHA;SP;13/06/2019;null;20.3
ARIRANHA;SP;14/06/2019;null;20.5
ARIRANHA;SP;15/06/2019;null;19
ARIRANHA;SP;16/06/2019;null;19.2
ARIRANHA;SP;17/06/2019;null;17.9
ARIRANHA;SP;18/06/2019;null;18.2
ARIRANHA;SP;19/06/2019;null;18.6
ARIRANHA;SP;20/06/2019;null;19.3
ARIRANHA;SP;21/06/2019;null;20.3
ARIRANHA;SP;22/06/2019;null;18.9
ARIRANHA;SP;23/06/2019;null;17.6
ARIRANHA;SP;24/06/2019;null;17.2
ARIRANHA;SP;25/06/2019;null;19.1
ARIRANHA;SP;26/06/2019;null;21.8
ARIRANHA;SP;27/06/2019;null;21.3
ARIRANHA;SP;28/06/2019;null;22
ARIRANHA;SP;29/06/2019;null;19.8
ARIRANHA;SP;30/06/2019;null;19.4
ARIRANHA;SP;01/07/2019;null;19.2
ARIRANHA;SP;02/07/2019;1;18.7
ARIRANHA;SP;03/07/2019;0;20.4
ARIRANHA;SP;04/07/2019;0;21
ARIRANHA;SP;05/07/2019;7.2;18.7
ARIRANHA;SP;06/07/2019;.2;11.2
ARIRANHA;SP;07/07/2019;0;9.7
ARIRANHA;SP;08/07/2019;0;13.9
ARIRANHA;SP;09/07/2019;0;16
ARIRANHA;SP;10/07/2019;0;15.5
ARIRANHA;SP;11/07/2019;0;15.2
ARIRANHA;SP;12/07/2019;0;16.4
ARIRANHA;SP;13/07/2019;0;18.4
ARIRANHA;SP;14/07/2019;0;19.7
ARIRANHA;SP;15/07/2019;0;21.5
ARIRANHA;SP;16/07/2019;0;20.1
ARIRANHA;SP;17/07/2019;0;15
ARIRANHA;SP;18/07/2019;0;15.9
ARIRANHA;SP;19/07/2019;0;18.6
ARIRANHA;SP;20/07/2019;0;18.6
ARIRANHA;SP;21/07/2019;0;17.6
ARIRANHA;SP;22/07/2019;0;20
ARIRANHA;SP;23/07/2019;0;18.2
ARIRANHA;SP;24/07/2019;0;18.8
ARIRANHA;SP;25/07/2019;0;21.6
ARIRANHA;SP;26/07/2019;0;20.6
ARIRANHA;SP;27/07/2019;0;19.1
ARIRANHA;SP;28/07/2019;0;19.1
ARIRANHA;SP;29/07/2019;0;21.2
ARIRANHA;SP;30/07/2019;0;19.6
ARIRANHA;SP;31/07/2019;1.2;20
ARIRANHA;SP;01/08/2019;0;20.2
ARIRANHA;SP;02/08/2019;0;22
ARIRANHA;SP;03/08/2019;.8;17.5
ARIRANHA;SP;04/08/2019;1.2;13.1
ARIRANHA;SP;05/08/2019;7.6;16.4
ARIRANHA;SP;06/08/2019;.2;18.3
ARIRANHA;SP;07/08/2019;0;21.1
ARIRANHA;SP;08/08/2019;0;20.2
ARIRANHA;SP;09/08/2019;0;20.8
ARIRANHA;SP;10/08/2019;0;21.8
ARIRANHA;SP;11/08/2019;0;21.6
ARIRANHA;SP;12/08/2019;0;22.3
ARIRANHA;SP;13/08/2019;0;23.7
ARIRANHA;SP;14/08/2019;0;20.3
ARIRANHA;SP;15/08/2019;0;19
ARIRANHA;SP;16/08/2019;0;19.6
ARIRANHA;SP;17/08/2019;0;19.3
ARIRANHA;SP;18/08/2019;0;20.6
ARIRANHA;SP;19/08/2019;0;21.8
ARIRANHA;SP;20/08/2019;0;21.4
ARIRANHA;SP;21/08/2019;0;21.8
ARIRANHA;SP;22/08/2019;0;20.4
ARIRANHA;SP;23/08/2019;0;18.8
ARIRANHA;SP;24/08/2019;0;19.9
ARIRANHA;SP;25/08/2019;0;20.4
ARIRANHA;SP;26/08/2019;0;22.1
ARIRANHA;SP;27/08/2019;0;23.1
ARIRANHA;SP;28/08/2019;0;23
ARIRANHA;SP;29/08/2019;0;21.9
ARIRANHA;SP;30/08/2019;0;22.6
ARIRANHA;SP;31/08/2019;0;24
ARIRANHA;SP;01/09/2019;3;23.1
ARIRANHA;SP;02/09/2019;14.2;22.4
ARIRANHA;SP;03/09/2019;2;23.1
ARIRANHA;SP;04/09/2019;.6;25.3
ARIRANHA;SP;05/09/2019;0;23.5
ARIRANHA;SP;06/09/2019;0;24.6
ARIRANHA;SP;07/09/2019;0;25.6
ARIRANHA;SP;08/09/2019;0;25.4
ARIRANHA;SP;09/09/2019;0;24.6
ARIRANHA;SP;10/09/2019;0;25.3
ARIRANHA;SP;11/09/2019;0;26
ARIRANHA;SP;12/09/2019;0;26.8
ARIRANHA;SP;13/09/2019;0;26.9
ARIRANHA;SP;14/09/2019;0;26.4
ARIRANHA;SP;15/09/2019;0;28
ARIRANHA;SP;16/09/2019;0;25.1
ARIRANHA;SP;17/09/2019;0;25.5
ARIRANHA;SP;18/09/2019;0;26
ARIRANHA;SP;19/09/2019;0;26.8
ARIRANHA;SP;20/09/2019;0;25.4
ARIRANHA;SP;21/09/2019;0;27.2
ARIRANHA;SP;22/09/2019;0;24.7
ARIRANHA;SP;23/09/2019;0;22.8
ARIRANHA;SP;24/09/2019;0;24.2
ARIRANHA;SP;25/09/2019;5;19.8
ARIRANHA;SP;26/09/2019;45.4;19
ARIRANHA;SP;27/09/2019;.6;21
ARIRANHA;SP;28/09/2019;0;22
ARIRANHA;SP;29/09/2019;0;22.2
ARIRANHA;SP;30/09/2019;0;24.2
ARIRANHA;SP;01/10/2019;0;25.7
ARIRANHA;SP;02/10/2019;0;26.4
ARIRANHA;SP;03/10/2019;0;27.7
ARIRANHA;SP;04/10/2019;0;25.4
ARIRANHA;SP;05/10/2019;0;25.1
ARIRANHA;SP;06/10/2019;0;25
ARIRANHA;SP;07/10/2019;0;24.6
ARIRANHA;SP;08/10/2019;0;23.2
ARIRANHA;SP;09/10/2019;.4;24
ARIRANHA;SP;10/10/2019;0;24.6
ARIRANHA;SP;11/10/2019;0;25.6
ARIRANHA;SP;12/10/2019;0;26.1
ARIRANHA;SP;13/10/2019;0;27
ARIRANHA;SP;14/10/2019;0;27.8
ARIRANHA;SP;15/10/2019;0;27.3
ARIRANHA;SP;16/10/2019;0;26.5
ARIRANHA;SP;17/10/2019;0;28.5
ARIRANHA;SP;18/10/2019;0;28.2
ARIRANHA;SP;19/10/2019;.8;27.1
ARIRANHA;SP;20/10/2019;0;26.7
ARIRANHA;SP;21/10/2019;2.8;22
ARIRANHA;SP;22/10/2019;37.4;21.7
ARIRANHA;SP;23/10/2019;0;23.6
ARIRANHA;SP;24/10/2019;0;25.6
ARIRANHA;SP;25/10/2019;0;26.9
ARIRANHA;SP;26/10/2019;0;26.3
ARIRANHA;SP;27/10/2019;0;27.4
ARIRANHA;SP;28/10/2019;7.6;24.3
ARIRANHA;SP;29/10/2019;0;26.2
ARIRANHA;SP;30/10/2019;.4;26.7
ARIRANHA;SP;31/10/2019;0;27
ARIRANHA;SP;01/11/2019;0;27.1
ARIRANHA;SP;02/11/2019;.8;26.7
ARIRANHA;SP;03/11/2019;0;26.9
ARIRANHA;SP;04/11/2019;0;27.7
ARIRANHA;SP;05/11/2019;2.4;27.6
ARIRANHA;SP;06/11/2019;22.8;24.3
ARIRANHA;SP;07/11/2019;.2;25.1
ARIRANHA;SP;08/11/2019;.8;24.5
ARIRANHA;SP;09/11/2019;0;25.2
ARIRANHA;SP;10/11/2019;2;24.3
ARIRANHA;SP;11/11/2019;0;26.7
ARIRANHA;SP;12/11/2019;0;26.1
ARIRANHA;SP;13/11/2019;0;26.1
ARIRANHA;SP;14/11/2019;25.2;null
ARIRANHA;SP;15/11/2019;null;null
ARIRANHA;SP;16/11/2019;null;null
ARIRANHA;SP;17/11/2019;null;null
ARIRANHA;SP;18/11/2019;null;null
ARIRANHA;SP;19/11/2019;null;null
ARIRANHA;SP;20/11/2019;null;null
ARIRANHA;SP;21/11/2019;null;null
ARIRANHA;SP;22/11/2019;null;null
ARIRANHA;SP;23/11/2019;null;null
ARIRANHA;SP;24/11/2019;null;null
ARIRANHA;SP;25/11/2019;null;null
ARIRANHA;SP;26/11/2019;null;null
ARIRANHA;SP;27/11/2019;null;null
ARIRANHA;SP;28/11/2019;null;null
ARIRANHA;SP;29/11/2019;null;null
ARIRANHA;SP;30/11/2019;null;null
ARIRANHA;SP;01/12/2019;null;null
ARIRANHA;SP;02/12/2019;null;null
ARIRANHA;SP;03/12/2019;null;null
ARIRANHA;SP;04/12/2019;null;null
ARIRANHA;SP;05/12/2019;null;null
ARIRANHA;SP;06/12/2019;null;null
ARIRANHA;SP;07/12/2019;null;null
ARIRANHA;SP;08/12/2019;null;null
ARIRANHA;SP;09/12/2019;null;null
ARIRANHA;SP;10/12/2019;null;null
ARIRANHA;SP;11/12/2019;null;null
ARIRANHA;SP;12/12/2019;null;null
ARIRANHA;SP;13/12/2019;null;null
ARIRANHA;SP;14/12/2019;null;null
ARIRANHA;SP;15/12/2019;null;null
ARIRANHA;SP;16/12/2019;null;null
ARIRANHA;SP;17/12/2019;null;null
ARIRANHA;SP;18/12/2019;null;null
ARIRANHA;SP;19/12/2019;null;null
ARIRANHA;SP;20/12/2019;null;null
ARIRANHA;SP;21/12/2019;null;null
ARIRANHA;SP;22/12/2019;null;null
ARIRANHA;SP;23/12/2019;null;null
ARIRANHA;SP;24/12/2019;null;null
ARIRANHA;SP;25/12/2019;null;null
ARIRANHA;SP;26/12/2019;null;null
ARIRANHA;SP;27/12/2019;null;null
ARIRANHA;SP;28/12/2019;null;null
ARIRANHA;SP;29/12/2019;null;null
ARIRANHA;SP;30/12/2019;null;null
ARIRANHA;SP;31/12/2019;null;null
ARIRANHA;SP;01/01/2020;null;null
ARIRANHA;SP;02/01/2020;null;null
ARIRANHA;SP;03/01/2020;null;null
ARIRANHA;SP;04/01/2020;null;null
ARIRANHA;SP;05/01/2020;null;null
ARIRANHA;SP;06/01/2020;null;null
ARIRANHA;SP;07/01/2020;null;null
ARIRANHA;SP;08/01/2020;null;null
ARIRANHA;SP;09/01/2020;null;null
ARIRANHA;SP;10/01/2020;null;null
ARIRANHA;SP;11/01/2020;null;null
ARIRANHA;SP;12/01/2020;null;null
ARIRANHA;SP;13/01/2020;null;null
ARIRANHA;SP;14/01/2020;null;null
ARIRANHA;SP;15/01/2020;null;null
ARIRANHA;SP;16/01/2020;null;null
ARIRANHA;SP;17/01/2020;null;null
ARIRANHA;SP;18/01/2020;null;null
ARIRANHA;SP;19/01/2020;null;null
ARIRANHA;SP;20/01/2020;null;null
ARIRANHA;SP;21/01/2020;null;null
ARIRANHA;SP;22/01/2020;null;null
ARIRANHA;SP;23/01/2020;null;null
ARIRANHA;SP;24/01/2020;null;null
ARIRANHA;SP;25/01/2020;null;null
ARIRANHA;SP;26/01/2020;null;null
ARIRANHA;SP;27/01/2020;null;null
ARIRANHA;SP;28/01/2020;null;null
ARIRANHA;SP;29/01/2020;null;null
ARIRANHA;SP;30/01/2020;null;null
ARIRANHA;SP;31/01/2020;null;null
ARIRANHA;SP;01/02/2020;null;null
ARIRANHA;SP;02/02/2020;null;null
ARIRANHA;SP;03/02/2020;null;null
ARIRANHA;SP;04/02/2020;null;null
ARIRANHA;SP;05/02/2020;null;null
ARIRANHA;SP;06/02/2020;null;null
ARIRANHA;SP;07/02/2020;null;null
ARIRANHA;SP;08/02/2020;null;null
ARIRANHA;SP;09/02/2020;null;null
ARIRANHA;SP;10/02/2020;null;null
ARIRANHA;SP;11/02/2020;null;null
ARIRANHA;SP;12/02/2020;null;null
ARIRANHA;SP;13/02/2020;null;null
ARIRANHA;SP;14/02/2020;null;null
ARIRANHA;SP;15/02/2020;null;null
ARIRANHA;SP;16/02/2020;null;null
ARIRANHA;SP;17/02/2020;null;25.5
ARIRANHA;SP;18/02/2020;null;26.1
ARIRANHA;SP;19/02/2020;null;26
ARIRANHA;SP;20/02/2020;null;26.2
ARIRANHA;SP;21/02/2020;null;24
ARIRANHA;SP;22/02/2020;null;23.9
ARIRANHA;SP;23/02/2020;null;24
ARIRANHA;SP;24/02/2020;null;23.6
ARIRANHA;SP;25/02/2020;null;null
ARIRANHA;SP;26/02/2020;null;null
ARIRANHA;SP;27/02/2020;null;null
ARIRANHA;SP;28/02/2020;null;null
ARIRANHA;SP;29/02/2020;null;null
ARIRANHA;SP;01/03/2020;null;null
ARIRANHA;SP;02/03/2020;null;null
ARIRANHA;SP;03/03/2020;0;23
ARIRANHA;SP;04/03/2020;0;23.5
ARIRANHA;SP;05/03/2020;0;23.1
ARIRANHA;SP;06/03/2020;0;null
ARIRANHA;SP;07/03/2020;null;null
ARIRANHA;SP;08/03/2020;0;22.6
ARIRANHA;SP;09/03/2020;0;23.5
ARIRANHA;SP;10/03/2020;0;null
ARIRANHA;SP;11/03/2020;null;null
ARIRANHA;SP;12/03/2020;0;25.8
ARIRANHA;SP;13/03/2020;0;25.3
ARIRANHA;SP;14/03/2020;0;25.1
ARIRANHA;SP;15/03/2020;0;25.5
ARIRANHA;SP;16/03/2020;.4;24.6
ARIRANHA;SP;17/03/2020;9;25.7
ARIRANHA;SP;18/03/2020;.4;26.2
ARIRANHA;SP;19/03/2020;0;24.8
ARIRANHA;SP;20/03/2020;.2;23.9
ARIRANHA;SP;21/03/2020;0;24.3
ARIRANHA;SP;22/03/2020;0;24
ARIRANHA;SP;23/03/2020;0;23.4
ARIRANHA;SP;24/03/2020;0;23
ARIRANHA;SP;25/03/2020;0;22
ARIRANHA;SP;26/03/2020;0;21.9
ARIRANHA;SP;27/03/2020;0;22.7
ARIRANHA;SP;28/03/2020;null;null
ARIRANHA;SP;29/03/2020;null;null
ARIRANHA;SP;30/03/2020;null;null
ARIRANHA;SP;31/03/2020;0;24.4
ARIRANHA;SP;01/04/2020;null;null
ARIRANHA;SP;02/04/2020;null;null
ARIRANHA;SP;03/04/2020;null;null
ARIRANHA;SP;04/04/2020;null;22.5
ARIRANHA;SP;05/04/2020;null;22.4
ARIRANHA;SP;06/04/2020;null;24.2
ARIRANHA;SP;07/04/2020;null;null
ARIRANHA;SP;08/04/2020;null;null
ARIRANHA;SP;09/04/2020;null;null
ARIRANHA;SP;10/04/2020;null;null
ARIRANHA;SP;11/04/2020;null;null
ARIRANHA;SP;12/04/2020;null;22.7
ARIRANHA;SP;13/04/2020;null;23.3
ARIRANHA;SP;14/04/2020;null;null
ARIRANHA;SP;15/04/2020;null;null
ARIRANHA;SP;16/04/2020;null;20.7
ARIRANHA;SP;17/04/2020;null;22.2
ARIRANHA;SP;18/04/2020;null;22.8
ARIRANHA;SP;19/04/2020;null;null
ARIRANHA;SP;20/04/2020;null;null
ARIRANHA;SP;21/04/2020;null;null
ARIRANHA;SP;22/04/2020;null;null
ARIRANHA;SP;23/04/2020;null;null
ARIRANHA;SP;24/04/2020;null;null
ARIRANHA;SP;25/04/2020;null;null
ARIRANHA;SP;26/04/2020;null;null
ARIRANHA;SP;27/04/2020;null;null
ARIRANHA;SP;28/04/2020;null;null
ARIRANHA;SP;29/04/2020;null;null
ARIRANHA;SP;30/04/2020;null;null
ARIRANHA;SP;01/05/2020;null;null
ARIRANHA;SP;02/05/2020;null;null
ARIRANHA;SP;03/05/2020;null;null
ARIRANHA;SP;04/05/2020;null;null
ARIRANHA;SP;05/05/2020;null;null
ARIRANHA;SP;06/05/2020;null;null
ARIRANHA;SP;07/05/2020;null;null
ARIRANHA;SP;08/05/2020;null;null
ARIRANHA;SP;09/05/2020;null;null
ARIRANHA;SP;10/05/2020;null;null
ARIRANHA;SP;11/05/2020;null;null
ARIRANHA;SP;12/05/2020;null;null
ARIRANHA;SP;13/05/2020;null;null
ARIRANHA;SP;14/05/2020;null;null
ARIRANHA;SP;15/05/2020;null;null
ARIRANHA;SP;16/05/2020;null;null
ARIRANHA;SP;17/05/2020;null;null
ARIRANHA;SP;18/05/2020;null;null
ARIRANHA;SP;19/05/2020;null;null
